Denne her er god og tyk,https://www.dr.dk/drtv/se/bamses-billedbog_-laver-baal_129427,561.0,12.0
Coming soon to Disney dvd,https://www.youtube.com/watch?v=Td8t_ZELZXU,31.0,45.0
Vi skal lige lave børn ,https://www.youtube.com/watch?v=Ceyiktp5eJ4,39.0,10.0
"Nøøj, det for børn",https://www.youtube.com/watch?v=Ceyiktp5eJ4,20.0,4.0
Alle ved man må have våben,https://www.youtube.com/watch?v=zrENu91GP1Y,266.0,11.0
