Disney Sjov  Intro,https://www.youtube.com/watch?v=Bfp4zusaQ5g,0.0,"Nøjjj, det for børn"
Phineas og Ferb intro sang,https://www.youtube.com/watch?v=Jr16acS174Y,0.0,
Vi er tilbage - B-Boys,https://www.youtube.com/watch?v=o-x1JyU-iL4,25.0,
Du er den som jeg vil ha - Emma,https://www.youtube.com/watch?v=jEdSPrz8A5Y,50.0,
Morten Skikdpadde,https://www.youtube.com/watch?v=GcFF5k5F9zQ,0.0,
